Student Country,Type of Answer,Question Level,Topic,Subtopic
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Ireland,0,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Ireland,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Ireland,0,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Ireland,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Lithuania,1,Basic,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Ireland,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Lithuania,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Lithuania,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
